Date,State,Death,Type
2014-10-27,Borno,3,Boko Haram
2014-10-30,Borno,14,Boko Haram
2014-11-01,Borno,18,Boko Haram
2014-11-05,Borno,45,Boko Haram
2014-11-13,Borno,30,Boko Haram
2014-11-14,Borno,3,Boko Haram
2014-11-16,Borno,0,Boko Haram
2014-11-16,Borno,0,Boko Haram
2014-11-19,Borno,45,Boko Haram
2014-11-20,Borno,48,Boko Haram
2014-11-24,Borno,40,Boko Haram
2014-11-24,Borno,20,Boko Haram
2014-11-25,Borno,78,Boko Haram
2014-11-27,Borno,30,Boko Haram
2014-11-29,Borno,40,Boko Haram
2014-12-01,Borno,6,Boko Haram
2014-12-01,Borno,70,Boko Haram
2014-12-03,Borno,20,Boko Haram
2014-12-10,Borno,19,Boko Haram
2014-12-14,Borno,35,Boko Haram
2014-12-17,Borno,10,Boko Haram
2014-12-17,Borno,75,Boko Haram
2014-12-19,Borno,113,Boko Haram
2014-12-20,Borno,82,Boko Haram
2014-12-29,Borno,15,Boko Haram
2014-12-29,Borno,9,Boko Haram
2014-12-31,Borno,0,Boko Haram
2015-01-03,Borno,100,Boko Haram
2015-01-07,Borno,100,Boko Haram
2015-01-10,Borno,20,Boko Haram
2015-01-10,Borno,24,Boko Haram
2015-01-12,Borno,5,Boko Haram
2015-01-14,Borno,42,Boko Haram
2015-01-23,Borno,30,Boko Haram
2015-01-25,Borno,100,Boko Haram
2015-01-25,Borno,40,Boko Haram
2015-01-25,Borno,,Boko Haram
2015-01-26,Borno,0,Boko Haram
2015-01-29,Borno,,Boko Haram
2015-02-01,Borno,512,Boko Haram
2015-02-03,Borno,209,Boko Haram
2015-02-07,Borno,40,Boko Haram
2015-02-11,Borno,13,Boko Haram
2015-02-12,Borno,11,Boko Haram
2015-02-13,Borno,21,Boko Haram
2015-02-16,Borno,302,Boko Haram
2015-02-17,Borno,37,Boko Haram
2015-02-15,Borno,,Boko Haram
2015-02-20,Borno,21,Boko Haram
2015-02-19,Borno,30,Boko Haram
2015-02-21,Borno,40,Boko Haram
2015-02-24,Borno,208,Boko Haram
2015-02-26,Borno,21,Boko Haram
2015-02-27,Borno,15,Boko Haram
2015-02-28,Borno,4,Boko Haram
2015-03-02,Borno,74,Boko Haram
2015-03-02,Borno,2,Boko Haram
2015-03-02,Borno,221,Boko Haram
2015-03-03,Borno,94,Boko Haram
2015-03-04,Borno,9,Boko Haram
2015-03-07,Borno,62,Boko Haram
2015-03-08,Borno,5,Boko Haram
2015-03-07,Borno,1,Boko Haram
2015-03-08,Borno,315,Boko Haram
2015-03-10,Borno,8,Boko Haram
2015-03-10,Borno,34,Boko Haram
2015-03-10,Borno,,Boko Haram
2015-03-15,Borno,100,Boko Haram
2015-03-16,Borno,,Boko Haram
2015-03-19,Borno,20,Boko Haram
2015-03-21,Borno,21,Boko Haram
2015-03-22,Borno,2,Boko Haram
2015-03-15,Borno,50,Boko Haram
2015-03-28,Borno,25,Boko Haram
2015-03-29,Borno,52,Boko Haram
2015-04-01,Borno,209,Boko Haram
2015-04-04,Borno,5,Boko Haram
2015-04-03,Borno,20,Boko Haram
2015-04-05,Borno,30,Boko Haram
2015-04-06,Borno,60,Boko Haram
2015-04-09,Borno,20,Boko Haram
2015-04-09,Borno,21,Boko Haram
2015-04-09,Borno,2,Boko Haram
2015-04-15,Borno,12,Boko Haram
2015-04-19,Borno,2,Boko Haram
2015-04-22,Borno,,Boko Haram
2015-04-21,Borno,10,Boko Haram
2015-04-23,Borno,40,Boko Haram
2015-03-09,Borno,400,Boko Haram
2015-05-03,Borno,21,Boko Haram
2015-05-06,Borno,29,Boko Haram
2015-05-13,Borno,13,Boko Haram
2015-05-15,Borno,,Boko Haram
2015-05-14,Borno,6,Boko Haram
2015-05-13,Borno,55,Boko Haram
2015-05-17,Borno,21,Boko Haram
2015-05-22,Borno,41,Boko Haram
2015-05-21,Borno,40,Boko Haram
2015-05-23,Borno,43,Boko Haram
2015-05-23,Borno,30,Boko Haram
2015-05-29,Borno,7,Boko Haram
2015-05-30,Borno,13,Boko Haram
2015-05-30,Borno,26,Boko Haram
2015-05-31,Borno,1,Boko Haram
2015-06-02,Borno,50,Boko Haram
2015-06-03,Borno,2,Boko Haram
2015-06-03,Borno,18,Boko Haram
2015-06-04,Borno,3,Boko Haram
2015-06-06,Borno,16,Boko Haram
2015-06-06,Borno,3,Boko Haram
2015-06-06,Borno,0,Boko Haram
2015-06-08,Borno,19,Boko Haram
2015-06-09,Borno,208,Boko Haram
2015-06-09,Borno,3,Boko Haram
2015-06-10,Borno,43,Boko Haram
2015-06-16,Borno,63,Boko Haram
2015-06-13,Borno,4,Boko Haram
2015-06-22,Borno,30,Boko Haram
2015-06-22,Borno,20,Boko Haram
2015-06-23,Borno,20,Boko Haram
2015-06-27,Borno,5,Boko Haram
2015-07-01,Borno,2,Boko Haram
2015-06-30,Borno,48,Boko Haram
2015-07-01,Borno,118,Boko Haram
2015-07-02,Borno,12,Boko Haram
2015-07-03,Borno,11,Boko Haram
2015-07-03,Borno,61,Boko Haram
2015-07-03,Borno,29,Boko Haram
2015-07-07,Borno,5,Boko Haram
2015-07-11,Borno,11,Boko Haram
2015-07-10,Borno,8,Boko Haram
2015-07-11,Borno,4,Boko Haram
2015-07-13,Borno,2,Boko Haram
2015-07-12,Borno,7,Boko Haram
2015-07-13,Borno,30,Boko Haram
2015-07-14,Borno,15,Boko Haram
2015-07-14,Borno,20,Boko Haram
2015-07-21,Borno,2,Boko Haram
2015-07-22,Borno,8,Boko Haram
2015-07-24,Borno,25,Boko Haram
2015-07-24,Borno,18,Boko Haram
2015-07-27,Borno,29,Boko Haram
2015-07-27,Borno,0,Boko Haram
2015-07-31,Borno,8,Boko Haram
2015-08-01,Borno,13,Boko Haram
2015-08-02,Borno,,Boko Haram
2015-08-04,Borno,23,Boko Haram
2015-08-09,Borno,4,Boko Haram
2015-08-11,Borno,50,Boko Haram
2015-08-11,Borno,8,Boko Haram
2015-08-12,Borno,18,Boko Haram
2015-08-15,Borno,5,Boko Haram
2015-08-17,Borno,7,Boko Haram
2015-08-19,Borno,20,Boko Haram
2015-08-21,Borno,40,Boko Haram
2015-08-21,Borno,2,Boko Haram
2015-08-23,Borno,11,Boko Haram
2015-08-25,Borno,3,Boko Haram
2015-08-25,Borno,24,Boko Haram
2015-08-27,Borno,4,Boko Haram
2015-08-28,Borno,68,Boko Haram
2015-08-29,Borno,4,Boko Haram
2015-08-30,Borno,7,Boko Haram
2015-08-31,Borno,26,Boko Haram
2015-09-02,Borno,5,Boko Haram
2015-08-31,Borno,24,Boko Haram
2015-09-04,Borno,30,Boko Haram
2015-09-03,Borno,53,Boko Haram
2015-09-20,Borno,117,Boko Haram
2015-09-20,Borno,27,Boko Haram
2015-09-24,Borno,20,Boko Haram
2015-09-24,Borno,5,Boko Haram
2015-09-27,Borno,20,Boko Haram
2015-09-28,Borno,1,Boko Haram
2015-10-01,Borno,19,Boko Haram
2015-10-02,Borno,20,Boko Haram
2015-10-06,Borno,20,Boko Haram
2015-10-10,Borno,2,Boko Haram
2015-10-13,Borno,7,Boko Haram
2015-10-15,Borno,35,Boko Haram
2015-10-16,Borno,26,Boko Haram
2015-10-18,Borno,1,Boko Haram
2015-10-21,Borno,20,Boko Haram
2015-10-23,Borno,28,Boko Haram
2015-10-24,Borno,5,Boko Haram
2015-10-25,Borno,4,Boko Haram
2015-11-01,Borno,4,Boko Haram
2015-11-04,Borno,0,Boko Haram
2015-11-13,Borno,9,Boko Haram
2015-11-14,Borno,5,Boko Haram
2015-11-16,Borno,26,Boko Haram
2015-11-18,Borno,0,Boko Haram
2015-11-22,Borno,8,Boko Haram
2015-11-23,Borno,11,Boko Haram
2015-11-27,Borno,3,Boko Haram
2015-11-29,Borno,7,Boko Haram
2015-12-04,Borno,5,Boko Haram
2015-12-04,Borno,3,Boko Haram
2015-12-06,Borno,8,Boko Haram
2015-12-06,Borno,0,Boko Haram
2015-12-10,Borno,14,Boko Haram
2015-12-12,Borno,30,Boko Haram
2015-12-15,Borno,2,Boko Haram
2015-12-19,Borno,20,Boko Haram
2015-12-20,Borno,9,Boko Haram
2015-12-25,Borno,16,Boko Haram
2015-12-27,Borno,10,Boko Haram
2015-12-28,Borno,52,Boko Haram
2016-01-05,Borno,26,Boko Haram
2016-01-18,Borno,10,Boko Haram
2016-01-20,Borno,3,Boko Haram
2016-01-20,Borno,20,Boko Haram
2016-01-20,Borno,3,Boko Haram
2016-01-21,Borno,8,Boko Haram
2016-01-21,Borno,20,Boko Haram
2016-01-21,Borno,4,Boko Haram
2016-01-22,Borno,10,Boko Haram
2016-01-22,Borno,3,Boko Haram
2016-01-27,Borno,16,Boko Haram
2016-01-30,Borno,86,Boko Haram
2016-01-30,Borno,5,Boko Haram
2016-02-01,Borno,6,Boko Haram
2016-02-02,Borno,2,Boko Haram
2016-02-05,Borno,4,Boko Haram
2016-02-05,Borno,5,Boko Haram
2016-02-09,Borno,60,Boko Haram
2016-02-11,Borno,29,Boko Haram
2016-02-11,Borno,4,Boko Haram
2016-02-12,Borno,8,Boko Haram
2016-02-13,Borno,22,Boko Haram
2016-02-14,Borno,164,Boko Haram
2016-02-17,Borno,10,Boko Haram
2016-02-24,Borno,28,Boko Haram
2016-02-26,Borno,94,Boko Haram
2016-02-27,Borno,37,Boko Haram
2016-03-04,Borno,5,Boko Haram
2016-03-05,Borno,3,Boko Haram
2016-03-08,Borno,,Boko Haram
2016-03-10,Borno,1,Boko Haram
2016-03-13,Borno,17,Boko Haram
2016-03-14,Borno,15,Boko Haram
2016-03-15,Borno,5,Boko Haram
2016-03-16,Borno,27,Boko Haram
2016-03-16,Borno,2,Boko Haram
2016-03-23,Borno,59,Boko Haram
2016-03-25,Borno,2,Boko Haram
2016-03-25,Borno,5,Boko Haram
2016-03-26,Borno,4,Boko Haram
2016-03-31,Borno,9,Boko Haram
2016-04-03,Borno,5,Boko Haram
2016-04-08,Borno,5,Boko Haram
2016-04-08,Borno,7,Boko Haram
2016-04-08,Borno,28,Boko Haram
2016-04-18,Borno,30,Boko Haram
2016-04-19,Borno,6,Boko Haram
2016-04-20,Borno,9,Boko Haram
2016-04-23,Borno,1,Boko Haram
2016-04-29,Borno,9,Boko Haram
2016-04-24,Borno,30,Boko Haram
2016-05-01,Borno,9,Boko Haram
2016-05-11,Borno,1,Boko Haram
2016-05-12,Borno,8,Boko Haram
2016-05-14,Borno,2,Boko Haram
2016-05-23,Borno,1,Boko Haram
2016-05-24,Borno,13,Boko Haram
2016-05-29,Borno,4,Boko Haram
2016-06-02,Borno,19,Boko Haram
2016-06-02,Borno,9,Boko Haram
2016-06-10,Borno,4,Boko Haram
2016-06-12,Borno,6,Boko Haram
2016-06-14,Borno,4,Boko Haram
2016-06-15,Borno,6,Boko Haram
2016-06-18,Borno,2,Boko Haram
2016-06-26,Borno,2,Boko Haram
2016-06-30,Borno,2,Boko Haram
2016-07-01,Borno,1,Boko Haram
2016-07-04,Borno,3,Boko Haram
2016-07-08,Borno,11,Boko Haram
2016-07-08,Borno,3,Boko Haram
2016-07-08,Borno,25,Boko Haram
2016-07-12,Borno,27,Boko Haram
2016-07-15,Borno,2,Boko Haram
2016-07-19,Borno,12,Boko Haram
2016-07-18,Borno,5,Boko Haram
2016-07-21,Borno,40,Boko Haram
2016-07-24,Borno,2,Boko Haram
2016-07-28,Borno,0,Boko Haram
2016-08-14,Borno,16,Boko Haram
2016-08-15,Borno,5,Boko Haram
2016-08-20,Borno,7,Boko Haram
2016-08-21,Borno,0,Boko Haram
2016-09-01,Borno,6,Boko Haram
2016-09-08,Borno,2,Boko Haram
2016-09-10,Borno,1,Boko Haram
2016-09-11,Borno,1,Boko Haram
2016-09-18,Borno,8,Boko Haram
2016-09-19,Borno,6,Boko Haram
2016-09-19,Borno,4,Boko Haram
2016-09-20,Borno,60,Boko Haram
2016-09-22,Borno,17,Boko Haram
2016-09-25,Borno,26,Boko Haram
2016-09-25,Borno,7,Boko Haram
2016-09-26,Borno,3,Boko Haram
2016-10-06,Borno,2,Boko Haram
2016-10-06,Borno,1,Boko Haram
2016-10-10,Borno,6,Boko Haram
2016-10-11,Borno,2,Boko Haram
2016-10-12,Borno,18,Boko Haram
2016-10-17,Borno,20,Boko Haram
2016-10-18,Borno,0,Boko Haram
2016-10-29,Borno,9,Boko Haram
2016-10-30,Borno,1,Boko Haram
2016-10-29,Borno,22,Boko Haram
2016-11-01,Borno,8,Boko Haram
2016-11-03,Borno,2,Boko Haram
2016-11-03,Borno,6,Boko Haram
2016-11-04,Borno,21,Boko Haram
2016-11-05,Borno,2,Boko Haram
2016-11-05,Borno,38,Boko Haram
2016-11-05,Borno,6,Boko Haram
2016-11-07,Borno,14,Boko Haram
2016-11-11,Borno,3,Boko Haram
2016-11-14,Borno,9,Boko Haram
2016-11-14,Borno,2,Boko Haram
2016-11-15,Borno,13,Boko Haram
2016-11-18,Borno,6,Boko Haram
2016-11-19,Borno,1,Boko Haram
2016-11-19,Borno,7,Boko Haram
2016-11-19,Borno,11,Boko Haram
2016-11-23,Borno,2,Boko Haram
2016-11-23,Borno,5,Boko Haram
2016-11-26,Borno,0,Boko Haram
2016-11-26,Borno,30,Boko Haram
2016-12-04,Borno,14,Boko Haram
2016-12-05,Borno,22,Boko Haram
2016-12-11,Borno,9,Boko Haram
2016-12-12,Borno,2,Boko Haram
2016-12-18,Borno,1,Boko Haram
2016-12-18,Borno,2,Boko Haram
2016-12-22,Borno,2,Boko Haram
2016-12-22,Borno,2,Boko Haram
2016-12-23,Borno,,Boko Haram
2016-12-26,Borno,2,Boko Haram
2016-12-30,Borno,15,Boko Haram
2016-12-31,Borno,1,Boko Haram
2016-12-30,Borno,15,Boko Haram
2017-01-08,Borno,8,Boko Haram
2017-01-12,Borno,2,Boko Haram
2017-01-13,Borno,13,Boko Haram
2017-01-16,Borno,5,Boko Haram
2017-01-19,Borno,15,Boko Haram
2017-01-28,Borno,7,Boko Haram
2017-01-23,Borno,8,Boko Haram
2017-01-25,Borno,1,Boko Haram
2017-01-25,Borno,3,Boko Haram
2017-01-28,Borno,20,Boko Haram
2017-01-31,Borno,2,Boko Haram
2017-02-01,Borno,9,Boko Haram
2017-01-31,Borno,1,Boko Haram
2017-02-07,Borno,1,Boko Haram
2017-02-09,Borno,37,Boko Haram
2017-02-09,Borno,1,Boko Haram
2017-02-10,Borno,8,Boko Haram
2017-02-10,Borno,1,Boko Haram
2017-02-13,Borno,1,Boko Haram
2017-02-15,Borno,40,Boko Haram
2017-02-16,Borno,11,Boko Haram
2017-02-19,Borno,4,Boko Haram
2017-02-22,Borno,47,Boko Haram
2017-03-03,Borno,3,Boko Haram
2017-03-03,Borno,0,Boko Haram
2017-03-08,Borno,3,Boko Haram
2017-03-11,Borno,2,Boko Haram
2017-03-14,Borno,20,Boko Haram
2017-03-15,Borno,6,Boko Haram
2017-03-15,Borno,1,Boko Haram
2017-03-15,Borno,5,Boko Haram
2017-03-18,Borno,7,Boko Haram
2017-03-22,Borno,9,Boko Haram
2017-03-24,Borno,0,Boko Haram
2017-03-25,Borno,3,Boko Haram
2017-03-28,Borno,2,Boko Haram
2017-03-29,Borno,1,Boko Haram
2017-03-30,Borno,0,Boko Haram
2017-03-30,Borno,1,Boko Haram
2017-04-02,Borno,2,Boko Haram
2017-04-02,Borno,2,Boko Haram
2017-03-31,Borno,3,Boko Haram
2017-04-05,Borno,7,Boko Haram
2017-04-06,Borno,4,Boko Haram
2017-04-07,Borno,0,Boko Haram
2017-04-08,Borno,2,Boko Haram
2017-04-08,Borno,8,Boko Haram
2017-04-10,Borno,2,Boko Haram
2017-04-17,Borno,21,Boko Haram
2017-04-17,Borno,6,Boko Haram
2017-04-17,Borno,5,Boko Haram
2017-04-19,Borno,3,Boko Haram
2017-04-24,Borno,3,Boko Haram
2017-04-24,Borno,4,Boko Haram
2017-04-24,Borno,1,Boko Haram
2017-04-26,Borno,5,Boko Haram
2017-04-26,Borno,2,Boko Haram
2017-04-27,Borno,15,Boko Haram
2017-04-27,Borno,6,Boko Haram
2017-05-03,Borno,3,Boko Haram
2017-05-05,Borno,7,Boko Haram
2017-05-13,Borno,4,Boko Haram
2017-05-13,Borno,5,Boko Haram
2017-05-13,Borno,10,Boko Haram
2017-05-15,Borno,5,Boko Haram
2017-05-17,Borno,3,Boko Haram
2017-05-18,Borno,3,Boko Haram
2017-05-19,Borno,9,Boko Haram
2017-05-20,Borno,1,Boko Haram
2017-05-20,Borno,4,Boko Haram
2017-05-20,Borno,4,Boko Haram
2017-05-20,Borno,13,Boko Haram
2017-05-23,Borno,3,Boko Haram
2017-05-30,Borno,1,Boko Haram
2017-06-07,Borno,17,Boko Haram
2017-06-08,Borno,4,Boko Haram
2017-06-11,Borno,15,Boko Haram
2017-06-11,Borno,3,Boko Haram
2017-06-11,Borno,5,Boko Haram
2017-06-17,Borno,40,Boko Haram
2017-06-18,Borno,17,Boko Haram
2017-06-20,Borno,3,Boko Haram
2017-06-20,Borno,3,Boko Haram
2017-06-25,Borno,16,Boko Haram
2017-06-25,Borno,170,Boko Haram
2017-06-27,Borno,5,Boko Haram
2017-06-28,Borno,6,Boko Haram
2017-06-29,Borno,4,Boko Haram
2017-07-01,Borno,5,Boko Haram
2017-07-03,Borno,20,Boko Haram
2017-07-03,Borno,4,Boko Haram
2017-07-04,Borno,0,Boko Haram
2017-07-06,Borno,2,Boko Haram
2017-07-07,Borno,3,Boko Haram
2017-07-11,Borno,23,Boko Haram
2017-07-11,Borno,6,Boko Haram
2017-07-15,Borno,1,Boko Haram
2017-07-16,Borno,2,Boko Haram
2017-07-17,Borno,9,Boko Haram
2017-07-17,Borno,1,Boko Haram
2017-07-18,Borno,1,Boko Haram
2017-07-22,Borno,3,Boko Haram
2017-07-22,Borno,4,Boko Haram
2017-07-23,Borno,7,Boko Haram
2017-07-24,Borno,1,Boko Haram
2017-07-25,Borno,10,Boko Haram
2017-07-26,Borno,59,Boko Haram
2017-07-26,Borno,10,Boko Haram
2017-07-26,Borno,3,Boko Haram
2017-07-27,Borno,5,Boko Haram
2017-07-28,Borno,14,Boko Haram
2017-07-31,Borno,3,Boko Haram
2017-08-04,Borno,3,Boko Haram
2017-08-04,Borno,3,Boko Haram
2017-08-05,Borno,14,Boko Haram
2017-08-05,Borno,31,Boko Haram
2017-08-12,Borno,4,Boko Haram
2017-08-12,Borno,2,Boko Haram
2017-08-15,Borno,31,Boko Haram
2017-08-15,Borno,3,Boko Haram
2017-08-22,Borno,6,Boko Haram
2017-08-23,Borno,6,Boko Haram
2017-08-23,Borno,15,Boko Haram
2017-08-24,Borno,12,Boko Haram
2017-08-24,Borno,5,Boko Haram
2017-08-29,Borno,0,Boko Haram
2017-08-29,Borno,1,Boko Haram
2017-08-31,Borno,18,Boko Haram
2017-09-04,Borno,4,Boko Haram
2017-09-06,Borno,6,Boko Haram
2017-09-07,Borno,2,Boko Haram
2017-09-07,Borno,0,Boko Haram
2017-09-08,Borno,2,Boko Haram
2017-09-08,Borno,7,Boko Haram
2017-09-17,Borno,5,Boko Haram
2017-09-18,Borno,18,Boko Haram
2017-09-19,Borno,18,Boko Haram
2017-09-20,Borno,9,Boko Haram
2017-09-26,Borno,7,Boko Haram
2017-09-27,Borno,2,Boko Haram
2017-09-27,Borno,3,Boko Haram
2017-09-28,Borno,2,Boko Haram
2017-09-29,Borno,2,Boko Haram
2017-10-02,Borno,4,Boko Haram
2017-10-04,Borno,4,Boko Haram
2017-10-08,Borno,4,Boko Haram
2017-10-10,Borno,16,Boko Haram
2017-10-11,Borno,4,Boko Haram
2017-10-12,Borno,6,Boko Haram
2017-10-13,Borno,3,Boko Haram
2017-10-13,Borno,1,Boko Haram
2017-10-18,Borno,3,Boko Haram
2017-10-19,Borno,6,Boko Haram
2017-10-20,Borno,3,Boko Haram
2017-10-22,Borno,16,Boko Haram
2017-10-24,Borno,12,Boko Haram
2017-10-29,Borno,3,Boko Haram
2017-10-27,Borno,5,Boko Haram
2017-10-30,Borno,6,Boko Haram
2017-10-30,Borno,2,Boko Haram
2017-10-30,Borno,24,Boko Haram
2017-11-04,Borno,1,Boko Haram
2017-11-03,Borno,6,Boko Haram
2017-11-07,Borno,5,Boko Haram
2017-11-10,Borno,4,Boko Haram
2017-11-11,Borno,2,Boko Haram
2017-11-15,Borno,18,Boko Haram
2017-11-18,Borno,6,Boko Haram
2017-11-19,Borno,6,Boko Haram
2017-11-25,Borno,4,Boko Haram
2017-11-30,Borno,4,Boko Haram
2017-12-02,Borno,17,Boko Haram
2017-12-09,Borno,2,Boko Haram
2017-12-10,Borno,10,Boko Haram
2017-12-11,Borno,4,Boko Haram
2017-12-11,Borno,2,Boko Haram
2017-12-13,Borno,16,Boko Haram
2017-12-17,Borno,10,Boko Haram
2017-12-23,Borno,2,Boko Haram
2017-12-25,Borno,4,Boko Haram
2017-12-28,Borno,8,Boko Haram
2017-12-30,Borno,25,Boko Haram
2018-01-02,Borno,0,Boko Haram
2018-01-03,Borno,14,Boko Haram
2018-01-08,Borno,111,Boko Haram
2018-01-12,Borno,1,Boko Haram
2018-01-17,Borno,14,Boko Haram
2018-01-24,Borno,1,Boko Haram
2018-01-26,Borno,7,Boko Haram
2018-01-30,Borno,5,Boko Haram
2018-01-30,Borno,0,Boko Haram
2018-01-31,Borno,6,Boko Haram
2018-01-31,Borno,2,Boko Haram
2018-02-04,Borno,2,Boko Haram
2018-02-04,Borno,3,Boko Haram
2018-02-16,Borno,22,Boko Haram
2018-02-17,Borno,0,Boko Haram
2018-02-19,Borno,1,Boko Haram
2018-02-22,Borno,5,Boko Haram
2018-02-25,Borno,1,Boko Haram
2018-02-26,Borno,2,Boko Haram
2018-02-26,Borno,37,Boko Haram
2018-02-28,Borno,7,Boko Haram
2018-03-01,Borno,15,Boko Haram
2018-03-05,Borno,4,Boko Haram
2018-03-05,Borno,2,Boko Haram
2018-03-05,Borno,3,Boko Haram
2018-03-06,Borno,4,Boko Haram
2018-03-06,Borno,3,Boko Haram
2018-03-11,Borno,4,Boko Haram
2018-03-14,Borno,2,Boko Haram
2018-03-25,Borno,1,Boko Haram
2018-03-30,Borno,5,Boko Haram
2018-04-01,Borno,28,Boko Haram
2018-04-07,Borno,2,Boko Haram
2018-04-08,Borno,1,Boko Haram
2018-04-15,Borno,3,Boko Haram
2018-04-19,Borno,2,Boko Haram
2018-04-21,Borno,5,Boko Haram
2018-04-22,Borno,9,Boko Haram
2018-04-22,Borno,18,Boko Haram
2018-04-22,Borno,3,Boko Haram
2018-04-23,Borno,3,Boko Haram
2018-04-26,Borno,6,Boko Haram
2018-04-27,Borno,5,Boko Haram
2018-05-02,Borno,10,Boko Haram
2018-05-03,Borno,4,Boko Haram
2018-05-03,Borno,1,Boko Haram
2018-05-04,Borno,7,Boko Haram
2018-05-09,Borno,2,Boko Haram
2018-05-11,Borno,2,Boko Haram
2018-05-15,Borno,6,Boko Haram
2018-05-15,Borno,11,Boko Haram
2018-05-15,Borno,4,Boko Haram
2018-05-17,Borno,5,Boko Haram
2018-05-18,Borno,2,Boko Haram
2018-05-27,Borno,5,Boko Haram
2018-05-28,Borno,1,Boko Haram
2018-05-31,Borno,3,Boko Haram
2018-05-31,Borno,10,Boko Haram
2018-06-02,Borno,10,Boko Haram
2018-06-07,Borno,3,Boko Haram
2018-06-09,Borno,1,Boko Haram
2018-06-11,Borno,3,Boko Haram
2018-06-11,Borno,23,Boko Haram
2018-06-16,Borno,43,Boko Haram
2018-06-18,Borno,9,Boko Haram
2018-06-20,Borno,2,Boko Haram
2018-06-23,Borno,5,Boko Haram
2018-06-22,Borno,7,Boko Haram
2018-06-26,Borno,7,Boko Haram
2018-06-27,Borno,2,Boko Haram
2018-06-27,Borno,4,Boko Haram
2018-06-30,Borno,5,Boko Haram
2018-06-29,Borno,6,Boko Haram
2018-07-13,Borno,23,Boko Haram
2018-07-17,Borno,27,Boko Haram
2018-07-23,Borno,9,Boko Haram
2018-07-24,Borno,7,Boko Haram
2018-07-26,Borno,9,Boko Haram
2018-07-27,Borno,30,Boko Haram
2018-08-03,Borno,5,Boko Haram
2018-08-05,Borno,5,Boko Haram
2018-08-06,Borno,7,Boko Haram
2018-08-06,Borno,7,Boko Haram
2018-08-08,Borno,17,Boko Haram
2018-08-17,Borno,4,Boko Haram
2018-08-18,Borno,25,Boko Haram
2018-08-26,Borno,3,Boko Haram
2018-08-28,Borno,3,Boko Haram
2018-08-30,Borno,48,Boko Haram
2018-08-31,Borno,5,Boko Haram
2018-09-05,Borno,2,Boko Haram
2018-09-06,Borno,14,Boko Haram
2018-09-07,Borno,8,Boko Haram
2018-09-09,Borno,0,Boko Haram
2018-09-12,Borno,50,Boko Haram
2018-09-14,Borno,10,Boko Haram
2018-09-16,Borno,5,Boko Haram
2018-09-17,Borno,1,Boko Haram
2018-09-19,Borno,9,Boko Haram
2018-09-26,Borno,20,Boko Haram
2018-09-26,Borno,0,Boko Haram
2018-09-27,Borno,1,Boko Haram
2018-10-08,Borno,94,Boko Haram
2018-10-10,Borno,56,Boko Haram
2018-10-12,Borno,40,Boko Haram
2018-10-20,Borno,12,Boko Haram
2018-10-20,Borno,2,Boko Haram
2018-10-22,Borno,2,Boko Haram
2018-10-27,Borno,41,Boko Haram
2018-10-31,Borno,15,Boko Haram
2018-11-05,Borno,5,Boko Haram
2018-11-05,Borno,8,Boko Haram
2018-11-08,Borno,9,Boko Haram
2018-11-10,Borno,0,Boko Haram
2018-11-10,Borno,1,Boko Haram
2018-11-12,Borno,16,Boko Haram
2018-11-13,Borno,0,Boko Haram
2018-11-14,Borno,1,Boko Haram
2018-11-14,Borno,3,Boko Haram
2018-11-15,Borno,1,Boko Haram
2018-11-16,Borno,1,Boko Haram
2018-11-17,Borno,0,Boko Haram
2018-11-18,Borno,118,Boko Haram
2018-11-19,Borno,9,Boko Haram
2018-11-21,Borno,1,Boko Haram
2018-11-26,Borno,4,Boko Haram
2018-11-27,Borno,3,Boko Haram
2018-11-28,Borno,20,Boko Haram
2018-11-29,Borno,8,Boko Haram
2018-11-30,Borno,1,Boko Haram
2018-12-01,Borno,2,Boko Haram
2018-12-03,Borno,10,Boko Haram
2018-12-04,Borno,1,Boko Haram
2018-12-04,Borno,1,Boko Haram
2018-12-06,Borno,5,Boko Haram
2018-12-07,Borno,0,Boko Haram
2018-12-07,Borno,5,Boko Haram
2018-12-08,Borno,2,Boko Haram
2018-12-12,Borno,1,Boko Haram
2018-12-14,Borno,30,Boko Haram
2018-12-15,Borno,4,Boko Haram
2018-12-15,Borno,2,Boko Haram
2018-12-16,Borno,5,Boko Haram
2018-12-17,Borno,1,Boko Haram
2018-12-19,Borno,0,Boko Haram
2018-12-20,Borno,5,Boko Haram
2018-12-23,Borno,1,Boko Haram
2018-12-23,Borno,2,Boko Haram
2018-12-25,Borno,4,Boko Haram
2018-12-26,Borno,11,Boko Haram
2019-01-03,Borno,2,Boko Haram
2019-01-07,Borno,8,Boko Haram
2019-01-10,Borno,82,Boko Haram
2019-01-13,Borno,0,Boko Haram
2019-01-13,Borno,0,Boko Haram
2019-01-14,Borno,12,Boko Haram
2019-01-15,Borno,3,Boko Haram
2019-01-15,Borno,5,Boko Haram
2019-01-17,Borno,0,Boko Haram
2019-01-17,Borno,18,Boko Haram
2019-01-18,Borno,100,Boko Haram
2019-01-19,Borno,2,Boko Haram
2019-01-19,Borno,8,Boko Haram
2019-01-20,Borno,1,Boko Haram
2019-01-26,Borno,30,Boko Haram
2019-01-27,Borno,4,Boko Haram
2019-01-28,Borno,60,Boko Haram
2019-02-02,Borno,4,Boko Haram
2019-02-08,Borno,3,Boko Haram
2019-02-12,Borno,42,Boko Haram
2019-02-16,Borno,11,Boko Haram
