Date,state,Death,type,,,,,,,
10/18/2017,Borno,3,State Actor,,,,,,,
10/19/2017,Borno,6,State Actor,,,,,,,
10/20/2017,Borno,3,State Actor,,,,,,,
10/21/2017,Borno,20,State Actor,,,,,,,
10/24/2017,Borno,12,State Actor,,,,,,,
10/27/2017,Borno,0,State Actor,,,,,,,
10/27/2017,Borno,5,State Actor,,,,,,,
10/30/2017,Borno,2,State Actor,,,,,,,
10/30/2017,Borno,24,State Actor,,,,,,,
11/4/2017,Borno,24,State Actor,,,,,,,
11/7/2017,Borno,5,State Actor,,,,,,,
11/10/2017,Borno,4,State Actor,,,,,,,
11/12/2017,Borno,6,State Actor,,,,,,,
11/25/2017,Borno,4,State Actor,,,,,,,
11/25/2017,Borno,14,State Actor,,,,,,,
11/28/2017,Borno,4,State Actor,,,,,,,
11/30/2017,Borno,4,State Actor,,,,,,,
12/4/2017,Borno,8,State Actor,,,,,,,
12/11/2017,Borno,4,State Actor,,,,,,,
12/13/2017,Borno,16,State Actor,,,,,,,
12/17/2017,Borno,10,State Actor,,,,,,,
12/20/2017,Borno,20,State Actor,,,,,,,
12/23/2017,Borno,2,State Actor,,,,,,,
12/23/2017,Borno,1,State Actor,,,,,,,
12/25/2017,Borno,4,State Actor,,,,,,,
1/3/2018,Borno,1,State Actor,,,,,,,
1/5/2018,Borno,10,State Actor,,,,,,,
1/8/2018,Borno,111,State Actor,,,,,,,
1/26/2018,Borno,7,State Actor,,,,,,,
1/30/2018,Borno,0,State Actor,,,,,,,
2/6/2018,Borno,10,State Actor,,,,,,,
2/18/2018,Borno,0,State Actor,,,,,,,
2/19/2018,Borno,1,State Actor,,,,,,,
2/22/2018,Borno,5,State Actor,,,,,,,
2/26/2018,Borno,2,State Actor,,,,,,,
2/26/2018,Borno,37,State Actor,,,,,,,
2/28/2018,Borno,7,State Actor,,,,,,,
3/25/2018,Borno,1,State Actor,,,,,,,
3/30/2018,Borno,5,State Actor,,,,,,,
3/30/2018,Borno,4,State Actor,,,,,,,
4/1/2018,Borno,28,State Actor,,,,,,,
4/7/2018,Borno,3,State Actor,,,,,,,
4/7/2018,Borno,2,State Actor,,,,,,,
4/8/2018,Borno,1,State Actor,,,,,,,
4/11/2018,Borno,3,State Actor,,,,,,,
4/13/2018,Borno,2,State Actor,,,,,,,
4/13/2018,Borno,2,State Actor,,,,,,,
4/13/2018,Borno,3,State Actor,,,,,,,
4/15/2018,Borno,3,State Actor,,,,,,,
4/19/2018,Borno,2,State Actor,,,,,,,
4/22/2018,Borno,9,State Actor,,,,,,,
4/22/2018,Borno,5,State Actor,,,,,,,
4/26/2018,Borno,6,State Actor,,,,,,,
4/28/2018,Borno,40,State Actor,,,,,,,
5/2/2018,Borno,10,State Actor,,,,,,,
5/3/2018,Borno,1,State Actor,,,,,,,
5/12/2018,Borno,1,State Actor,,,,,,,
5/11/2018,Borno,2,State Actor,,,,,,,
5/15/2018,Borno,11,State Actor,,,,,,,
5/15/2018,Borno,4,State Actor,,,,,,,
5/15/2018,Borno,10,State Actor,,,,,,,
5/18/2018,Borno,2,State Actor,,,,,,,
5/31/2018,Borno,3,State Actor,,,,,,,
5/31/2018,Borno,10,State Actor,,,,,,,
6/2/2018,Borno,10,State Actor,,,,,,,
6/2/2018,Borno,1,State Actor,,,,,,,
6/7/2018,Borno,3,State Actor,,,,,,,
6/7/2018,Borno,1,State Actor,,,,,,,
6/11/2018,Borno,23,State Actor,,,,,,,
6/15/2018,Borno,5,State Actor,,,,,,,
6/18/2018,Borno,9,State Actor,,,,,,,
6/20/2018,Borno,2,State Actor,,,,,,,
6/22/2018,Borno,7,State Actor,,,,,,,
6/27/2018,Borno,2,State Actor,,,,,,,
6/27/2018,Borno,4,State Actor,,,,,,,
6/27/2018,Borno,4,State Actor,,,,,,,
6/30/2018,Borno,5,State Actor,,,,,,,
6/29/2018,Borno,6,State Actor,,,,,,,
7/2/2018,Borno,0,State Actor,,,,,,,
7/8/2018,Borno,15,State Actor,,,,,,,
7/14/2018,Borno,5,State Actor,,,,,,,
7/15/2018,Borno,32,State Actor,,,,,,,
7/26/2018,Borno,9,State Actor,,,,,,,
7/27/2018,Borno,30,State Actor,,,,,,,
8/3/2018,Borno,5,State Actor,,,,,,,
8/5/2018,Borno,2,State Actor,,,,,,,
8/6/2018,Borno,7,State Actor,,,,,,,
8/12/2018,Borno,0,State Actor,,,,,,,
8/21/2018,Borno,40,State Actor,,,,,,,
8/24/2018,Borno,3,State Actor,,,,,,,
8/26/2018,Borno,3,State Actor,,,,,,,
8/28/2018,Borno,3,State Actor,,,,,,,
8/30/2018,Borno,48,State Actor,,,,,,,
8/31/2018,Borno,5,State Actor,,,,,,,
9/4/2018,Borno,40,State Actor,,,,,,,
9/6/2018,Borno,14,State Actor,,,,,,,
9/6/2018,Borno,20,State Actor,,,,,,,
9/7/2018,Borno,5,State Actor,,,,,,,
9/7/2018,Borno,8,State Actor,,,,,,,
9/8/2018,Borno,40,State Actor,,,,,,,
9/9/2018,Borno,5,State Actor,,,,,,,
9/12/2018,Borno,50,State Actor,,,,,,,
9/15/2018,Borno,25,State Actor,,,,,,,
9/16/2018,Borno,5,State Actor,,,,,,,
9/24/2018,Borno,14,State Actor,,,,,,,
9/26/2018,Borno,20,State Actor,,,,,,,
10/5/2018,Borno,5,State Actor,,,,,,,
10/8/2018,Borno,94,State Actor,,,,,,,
10/10/2018,Borno,3,State Actor,,,,,,,
10/10/2018,Borno,56,State Actor,,,,,,,
10/12/2018,Borno,40,State Actor,,,,,,,
10/15/2018,Borno,5,State Actor,,,,,,,
10/15/2018,Borno,2,State Actor,,,,,,,
10/23/2018,Borno,5,State Actor,,,,,,,
10/25/2018,Borno,2,State Actor,,,,,,,
10/27/2018,Borno,41,State Actor,,,,,,,
11/6/2018,Borno,5,State Actor,,,,,,,
11/9/2018,Borno,5,State Actor,,,,,,,
11/9/2018,Borno,2,State Actor,,,,,,,
11/12/2018,Borno,2,State Actor,,,,,,,
11/15/2018,Borno,5,State Actor,,,,,,,
11/16/2018,Borno,1,State Actor,,,,,,,
11/25/2018,Borno,5,State Actor,,,,,,,
11/27/2018,Borno,3,State Actor,,,,,,,
11/28/2018,Borno,20,State Actor,,,,,,,
11/29/2018,Borno,8,State Actor,,,,,,,
12/3/2018,Borno,10,State Actor,,,,,,,
12/4/2018,Borno,1,State Actor,,,,,,,
12/4/2018,Borno,1,State Actor,,,,,,,
12/7/2018,Borno,0,State Actor,,,,,,,
12/7/2018,Borno,5,State Actor,,,,,,,
12/8/2018,Borno,2,State Actor,,,,,,,
12/12/2018,Borno,1,State Actor,,,,,,,
12/14/2018,Borno,30,State Actor,,,,,,,
12/16/2018,Borno,5,State Actor,,,,,,,
12/17/2018,Borno,1,State Actor,,,,,,,
12/19/2018,Borno,0,State Actor,,,,,,,
12/26/2018,Borno,11,State Actor,,,,,,,
12/30/2018,Borno,3,State Actor,,,,,,,
1/1/2019,Borno,5,State Actor,,,,,,,
1/3/2019,Borno,6,State Actor,,,,,,,
1/7/2019,Borno,100,State Actor,,,,,,,
1/7/2019,Borno,8,State Actor,,,,,,,
1/2/2019,Borno,1,State Actor,,,,,,,
1/10/2019,Borno,82,State Actor,,,,,,,
1/13/2019,Borno,0,State Actor,,,,,,,
1/14/2019,Borno,12,State Actor,,,,,,,
1/15/2019,Borno,3,State Actor,,,,,,,
1/15/2019,Borno,5,State Actor,,,,,,,
1/17/2019,Borno,0,State Actor,,,,,,,
1/17/2019,Borno,18,State Actor,,,,,,,
1/19/2019,Borno,2,State Actor,,,,,,,
1/19/2019,Borno,8,State Actor,,,,,,,
1/24/2019,Borno,4,State Actor,,,,,,,
1/25/2019,Borno,5,State Actor,,,,,,,
1/28/2019,Borno,5,State Actor,,,,,,,
2/2/2019,Borno,4,State Actor,,,,,,,
2/16/2019,Borno,11,State Actor,,,,,,,
2/16/2019,Borno,6,State Actor,,,,,,,
2/16/2019,Borno,17,State Actor,,,,,,,
2/16/2019,Borno,4,State Actor,,,,,,,
2/18/2019,Borno,5,State Actor,,,,,,,
2/20/2019,Borno,10,State Actor,,,,,,,
2/23/2019,Borno,5,State Actor,,,,,,,
2/24/2019,Borno,40,State Actor,,,,,,,
2/28/2019,Borno,24,State Actor,,,,,,,
3/6/2019,Borno,1,State Actor,,,,,,,
3/6/2019,Borno,6,State Actor,,,,,,,
3/8/2019,Borno,40,State Actor,,,,,,,
3/9/2019,Borno,23,State Actor,,,,,,,
3/8/2019,Borno,40,State Actor,,,,,,,
3/11/2019,Borno,5,State Actor,,,,,,,
3/12/2019,Borno,39,State Actor,,,,,,,
3/27/2019,Borno,2,State Actor,,,,,,,
3/29/2019,Borno,7,State Actor,,,,,,,
4/1/2019,Borno,5,State Actor,,,,,,,
4/5/2019,Borno,40,State Actor,,,,,,,
4/8/2019,Borno,5,State Actor,,,,,,,
4/13/2019,Borno,27,State Actor,,,,,,,
4/16/2019,Borno,54,State Actor,,,,,,,
4/22/2019,Borno,3,State Actor,,,,,,,
4/24/2019,Borno,5,State Actor,,,,,,,
4/26/2019,Borno,5,State Actor,,,,,,,
5/2/2019,Borno,24,State Actor,,,,,,,
5/3/2019,Borno,55,State Actor,,,,,,,
5/10/2019,Borno,7,State Actor,,,,,,,
5/10/2019,Borno,15,State Actor,,,,,,,
5/20/2019,Borno,25,State Actor,,,,,,,
5/25/2019,Borno,28,State Actor,,,,,,,
5/25/2019,Borno,40,State Actor,,,,,,,
5/26/2019,Borno,2,State Actor,,,,,,,
5/29/2019,Borno,0,State Actor,,,,,,,
5/31/2019,Borno,10,State Actor,,,,,,,
6/1/2019,Borno,2,State Actor,,,,,,,
6/2/2019,Borno,5,State Actor,,,,,,,
6/2/2019,Borno,0,State Actor,,,,,,,
6/3/2019,Borno,20,State Actor,,,,,,,
6/4/2019,Borno,40,State Actor,,,,,,,
6/5/2019,Borno,10,State Actor,,,,,,,
6/9/2019,Borno,9,State Actor,,,,,,,
6/10/2019,Borno,1,State Actor,,,,,,,
6/10/2019,Borno,10,State Actor,,,,,,,
6/12/2019,Borno,21,State Actor,,,,,,,
6/16/2019,Borno,0,State Actor,,,,,,,
6/16/2019,Borno,10,State Actor,,,,,,,
6/17/2019,Borno,25,State Actor,,,,,,,
6/21/2019,Borno,43,State Actor,,,,,,,
6/22/2019,Borno,2,State Actor,,,,,,,
6/23/2019,Borno,3,State Actor,,,,,,,
6/24/2019,Borno,7,State Actor,,,,,,,
6/28/2019,Borno,10,State Actor,,,,,,,
6/28/2019,Borno,2,State Actor,,,,,,,
7/3/2019,Borno,23,State Actor,,,,,,,
7/6/2019,Borno,10,State Actor,,,,,,,
7/17/2019,Borno,18,State Actor,,,,,,,
7/25/2019,Borno,2,State Actor,,,,,,,
7/29/2019,Borno,72,State Actor,,,,,,,
7/29/2019,Borno,25,State Actor,,,,,,,
8/1/2019,Borno,40,State Actor,,,,,,,
8/5/2019,Borno,5,State Actor,,,,,,,
8/9/2019,Borno,40,State Actor,,,,,,,
8/9/2019,Borno,24,State Actor,,,,,,,
8/11/2019,Borno,26,State Actor,,,,,,,
8/11/2019,Borno,40,State Actor,,,,,,,
8/14/2019,Borno,3,State Actor,,,,,,,
8/22/2019,Borno,10,State Actor,,,,,,,
8/23/2019,Borno,40,State Actor,,,,,,,
8/26/2019,Borno,2,State Actor,,,,,,,
8/31/2019,Borno,40,State Actor,,,,,,,
8/31/2019,Borno,10,State Actor,,,,,,,
8/30/2019,Borno,43,State Actor,,,,,,,
9/7/2019,Borno,10,State Actor,,,,,,,
9/10/2019,Borno,5,State Actor,,,,,,,
9/10/2019,Borno,3,State Actor,,,,,,,
9/10/2019,Borno,10,State Actor,,,,,,,
9/15/2019,Borno,0,State Actor,,,,,,,
9/19/2019,Borno,7,State Actor,,,,,,,
9/20/2019,Borno,0,State Actor,,,,,,,
9/20/2019,Borno,24,State Actor,,,,,,,
9/22/2019,Borno,10,State Actor,,,,,,,
9/25/2019,Borno,20,State Actor,,,,,,,
9/30/2019,Borno,2,State Actor,,,,,,,
10/3/2019,Borno,4,State Actor,,,,,,,
10/3/2019,Borno,0,State Actor,,,,,,,
10/10/2019,Borno,16,State Actor,,,,,,,
10/10/2019,Borno,0,State Actor,,,,,,,
10/13/2019,Borno,40,State Actor,,,,,,,
10/18/2019,Borno,40,State Actor,,,,,,,
10/19/2019,Borno,5,State Actor,,,,,,,
10/21/2019,Borno,10,State Actor,,,,,,,
11/2/2019,Borno,10,State Actor,,,,,,,
11/5/2019,Borno,4,State Actor,,,,,,,
11/13/2019,Borno,5,State Actor,,,,,,,
11/16/2019,Borno,0,State Actor,,,,,,,
11/18/2019,Borno,0,State Actor,,,,,,,
11/19/2019,Borno,10,State Actor,,,,,,,
11/26/2019,Borno,3,State Actor,,,,,,,
11/26/2019,Borno,3,State Actor,,,,,,,
11/26/2019,Borno,1,State Actor,,,,,,,
11/27/2019,Borno,30,State Actor,,,,,,,
11/29/2019,Borno,13,State Actor,,,,,,,
11/29/2019,Borno,3,State Actor,,,,,,,
12/4/2019,Borno,8,State Actor,,,,,,,
12/11/2019,Borno,30,State Actor,,,,,,,
12/14/2019,Borno,10,State Actor,,,,,,,
12/15/2019,Borno,0,State Actor,,,,,,,
12/16/2019,Borno,0,State Actor,,,,,,,
12/16/2019,Borno,10,State Actor,,,,,,,
12/23/2019,Borno,3,State Actor,,,,,,,
12/24/2019,Borno,48,State Actor,,,,,,,
12/25/2019,Borno,1,State Actor,,,,,,,
12/31/2019,Borno,10,State Actor,,,,,,,
12/31/2019,Borno,0,State Actor,,,,,,,
12/27/2019,Borno,1,State Actor,,,,,,,
1/1/2020,Borno,40,State Actor,,,,,,,
1/5/2020,Borno,10,State Actor,,,,,,,
1/4/2020,Borno,10,State Actor,,,,,,,
1/6/2020,Borno,10,State Actor,,,,,,,
1/6/2020,Borno,3,State Actor,,,,,,,
1/7/2020,Borno,23,State Actor,,,,,,,
1/7/2020,Borno,0,State Actor,,,,,,,
1/11/2020,Borno,15,State Actor,,,,,,,
1/8/2020,Borno,5,State Actor,,,,,,,
1/6/2020,Borno,20,State Actor,,,,,,,
1/18/2020,Borno,18,State Actor,,,,,,,
1/18/2020,Borno,4,State Actor,,,,,,,
1/17/2020,Borno,17,State Actor,,,,,,,
1/21/2020,Borno,18,State Actor,,,,,,,
1/25/2020,Borno,20,State Actor,,,,,,,
1/30/2020,Borno,0,State Actor,,,,,,,
2/1/2020,Borno,3,State Actor,,,,,,,
2/4/2020,Borno,5,State Actor,,,,,,,
2/5/2020,Borno,5,State Actor,,,,,,,
2/7/2020,Borno,1,State Actor,,,,,,,
2/8/2020,Borno,10,State Actor,,,,,,,
2/9/2020,Borno,10,State Actor,,,,,,,
2/10/2020,Borno,3,State Actor,,,,,,,
2/10/2020,Borno,8,State Actor,,,,,,,
2/12/2020,Borno,0,State Actor,,,,,,,
2/16/2020,Borno,0,State Actor,,,,,,,
2/16/2020,Borno,10,State Actor,,,,,,,
2/16/2020,Borno,0,State Actor,,,,,,,
2/19/2020,Borno,10,State Actor,,,,,,,
2/20/2020,Borno,5,State Actor,,,,,,,
2/24/2020,Borno,0,State Actor,,,,,,,
2/26/2020,Borno,5,State Actor,,,,,,,
2/27/2020,Borno,10,State Actor,,,,,,,
2/27/2020,Borno,25,State Actor,,,,,,,
3/4/2020,Borno,22,State Actor,,,,,,,
3/4/2020,Borno,10,State Actor,,,,,,,
3/5/2020,Borno,10,State Actor,,,,,,,
3/8/2020,Borno,10,State Actor,,,,,,,
3/12/2020,Borno,40,State Actor,,,,,,,
3/12/2020,Borno,10,State Actor,,,,,,,
3/14/2020,Borno,10,State Actor,,,,,,,
3/15/2020,Borno,9,State Actor,,,,,,,
3/18/2020,Borno,10,State Actor,,,,,,,
3/23/2020,Borno,220,State Actor,,,,,,,
3/25/2020,Borno,40,State Actor,,,,,,,
3/27/2020,Borno,10,State Actor,,,,,,,
3/25/2020,Borno,0,State Actor,,,,,,,
3/30/2020,Borno,10,State Actor,,,,,,,
3/31/2020,Borno,10,State Actor,,,,,,,
3/31/2020,Borno,7,State Actor,,,,,,,
4/3/2020,Borno,10,State Actor,,,,,,,
4/6/2020,Borno,19,State Actor,,,,,,,
4/7/2020,Borno,2,State Actor,,,,,,,
4/7/2020,Borno,40,State Actor,,,,,,,
4/14/2020,Borno,10,State Actor,,,,,,,
4/16/2020,Borno,10,State Actor,,,,,,,
4/16/2020,Borno,17,State Actor,,,,,,,
4/17/2020,Borno,10,State Actor,,,,,,,
4/21/2020,Borno,10,State Actor,,,,,,,
4/25/2020,Borno,10,State Actor,,,,,,,
4/22/2020,Borno,1,State Actor,,,,,,,
4/22/2020,Borno,4,State Actor,,,,,,,
4/24/2020,Borno,2,State Actor,,,,,,,
4/27/2020,Borno,2,State Actor,,,,,,,
4/30/2020,Borno,10,State Actor,,,,,,,
5/2/2020,Borno,78,State Actor,,,,,,,
5/2/2020,Borno,56,State Actor,,,,,,,
5/9/2020,Borno,20,State Actor,,,,,,,
5/7/2020,Borno,7,State Actor,,,,,,,
5/11/2020,Borno,50,State Actor,,,,,,,
5/4/2020,Borno,4,State Actor,,,,,,,
5/13/2020,Borno,14,State Actor,,,,,,,
5/15/2020,Borno,10,State Actor,,,,,,,
5/17/2020,Borno,20,State Actor,,,,,,,
5/18/2020,Borno,0,State Actor,,,,,,,
5/24/2020,Borno,12,State Actor,,,,,,,
5/26/2020,Borno,75,State Actor,,,,,,,
6/2/2020,Borno,10,State Actor,,,,,,,
6/3/2020,Borno,6,State Actor,,,,,,,
6/6/2020,Borno,6,State Actor,,,,,,,
6/8/2020,Borno,10,State Actor,,,,,,,
6/10/2020,Borno,10,State Actor,,,,,,,
6/13/2020,Borno,61,State Actor,,,,,,,
6/13/2020,Borno,1,State Actor,,,,,,,
6/14/2020,Borno,13,State Actor,,,,,,,
6/17/2020,Borno,10,State Actor,,,,,,,
6/17/2020,Borno,10,State Actor,,,,,,,
6/21/2020,Borno,0,State Actor,,,,,,,
6/25/2020,Borno,40,State Actor,,,,,,,
6/27/2020,Borno,30,State Actor,,,,,,,
6/27/2020,Borno,10,State Actor,,,,,,,
7/2/2020,Borno,40,State Actor,,,,,,,
7/3/2020,Borno,10,State Actor,,,,,,,
7/3/2020,Borno,10,State Actor,,,,,,,
7/7/2020,Borno,54,State Actor,,,,,,,
7/10/2020,Borno,20,State Actor,,,,,,,
7/10/2020,Borno,15,State Actor,,,,,,,
7/13/2020,Borno,10,State Actor,,,,,,,
7/15/2020,Borno,10,State Actor,,,,,,,
7/29/2020,Borno,1,State Actor,,,,,,,
8/11/2020,Borno,10,State Actor,,,,,,,
8/12/2020,Borno,10,State Actor,,,,,,,
8/16/2020,Borno,10,State Actor,,,,,,,
8/16/2020,Borno,10,State Actor,,,,,,,
8/17/2020,Borno,13,State Actor,,,,,,,
8/17/2020,Borno,10,State Actor,,,,,,,
8/17/2020,Borno,20,State Actor,,,,,,,
8/18/2020,Borno,11,State Actor,,,,,,,
8/19/2020,Borno,10,State Actor,,,,,,,
8/24/2020,Borno,15,State Actor,,,,,,,
8/27/2020,Borno,2,State Actor,,,,,,,
9/1/2020,Borno,29,State Actor,,,,,,,
9/1/2020,Borno,10,State Actor,,,,,,,
9/6/2020,Borno,5,State Actor,,,,,,,
9/10/2020,Borno,5,State Actor,,,,,,,
9/10/2020,Borno,2,State Actor,,,,,,,
9/11/2020,Borno,5,State Actor,,,,,,,
9/15/2020,Borno,8,State Actor,,,,,,,
9/20/2020,Borno,27,State Actor,,,,,,,
9/22/2020,Borno,10,State Actor,,,,,,,
9/23/2020,Borno,10,State Actor,,,,,,,
9/24/2020,Borno,10,State Actor,,,,,,,
9/25/2020,Borno,40,State Actor,,,,,,,
9/26/2020,Borno,10,State Actor,,,,,,,
9/29/2020,Borno,10,State Actor,,,,,,,
10/1/2020,Borno,10,State Actor,,,,,,,
10/15/2020,Borno,10,State Actor,,,,,,,
10/18/2020,Borno,10,State Actor,,,,,,,
10/19/2020,Borno,10,State Actor,,,,,,,
10/20/2020,Borno,10,State Actor,,,,,,,
10/24/2020,Borno,2,State Actor,,,,,,,
10/21/2020,Borno,14,State Actor,,,,,,,
10/22/2020,Borno,10,State Actor,,,,,,,
10/25/2020,Borno,28,State Actor,,,,,,,
10/29/2020,Borno,3,State Actor,,,,,,,
11/8/2020,Borno,1,State Actor,,,,,,,
11/8/2020,Borno,10,State Actor,,,,,,,
11/3/2020,Borno,1,State Actor,,,,,,,
11/3/2020,Borno,2,State Actor,,,,,,,
11/10/2020,Borno,10,State Actor,,,,,,,
11/11/2020,Borno,2,State Actor,,,,,,,
11/14/2020,Borno,10,State Actor,,,,,,,
11/21/2020,Borno,1,State Actor,,,,,,,
11/22/2020,Borno,10,State Actor,,,,,,,
11/20/2020,Borno,6,State Actor,,,,,,,
11/19/2020,Borno,3,State Actor,,,,,,,
11/24/2020,Borno,24,State Actor,,,,,,,
11/24/2020,Borno,2,State Actor,,,,,,,
11/27/2020,Borno,10,State Actor,,,,,,,
11/27/2020,Borno,2,State Actor,,,,,,,
11/27/2020,Borno,2,State Actor,,,,,,,
11/27/2020,Borno,1,State Actor,,,,,,,
11/30/2020,Borno,10,State Actor,,,,,,,
12/1/2020,Borno,10,State Actor,,,,,,,
12/6/2020,Borno,4,State Actor,,,,,,,
12/7/2020,Borno,2,State Actor,,,,,,,
12/7/2020,Borno,10,State Actor,,,,,,,
12/8/2020,Borno,7,State Actor,,,,,,,
12/11/2020,Borno,10,State Actor,,,,,,,
12/12/2020,Borno,21,State Actor,,,,,,,
12/16/2020,Borno,5,State Actor,,,,,,,
12/17/2020,Borno,4,State Actor,,,,,,,
12/19/2020,Borno,10,State Actor,,,,,,,
12/28/2020,Borno,10,State Actor,,,,,,,
12/30/2020,Borno,10,State Actor,,,,,,,
12/29/2020,Borno,3,State Actor,,,,,,,
1/1/2021,Borno,10,State Actor,,,,,,,
1/2/2021,Borno,20,State Actor,,,,,,,
1/3/2021,Borno,7,State Actor,,,,,,,
1/5/2021,Borno,10,State Actor,,,,,,,
1/6/2021,Borno,10,State Actor,,,,,,,
1/11/2021,Borno,11,State Actor,,,,,,,
1/12/2021,Borno,10,State Actor,,,,,,,
1/13/2021,Borno,10,State Actor,,,,,,,
1/14/2021,Borno,10,State Actor,,,,,,,
1/15/2021,Borno,40,State Actor,,,,,,,
1/16/2021,Borno,6,State Actor,,,,,,,
1/20/2021,Borno,5,State Actor,,,,,,,
1/25/2021,Borno,3,State Actor,,,,,,,
1/29/2021,Borno,2,State Actor,,,,,,,
1/29/2021,Borno,7,State Actor,,,,,,,
1/29/2021,Borno,4,State Actor,,,,,,,
2/4/2021,Borno,10,State Actor,,,,,,,
2/9/2021,Borno,19,State Actor,,,,,,,
2/10/2021,Borno,31,State Actor,,,,,,,
2/12/2021,Borno,2,State Actor,,,,,,,
2/14/2021,Borno,82,State Actor,,,,,,,
2/15/2021,Borno,10,State Actor,,,,,,,
2/16/2021,Borno,0,State Actor,,,,,,,
2/16/2021,Borno,1,State Actor,,,,,,,
2/19/2021,Borno,20,State Actor,,,,,,,
2/19/2021,Borno,0,State Actor,,,,,,,
2/23/2021,Borno,14,State Actor,,,,,,,
2/25/2021,Borno,0,State Actor,,,,,,,
3/3/2021,Borno,10,State Actor,,,,,,,
3/4/2021,Borno,1,State Actor,,,,,,,
3/5/2021,Borno,5,State Actor,,,,,,,
3/7/2021,Borno,13,State Actor,,,,,,,
3/8/2021,Borno,35,State Actor,,,,,,,
3/10/2021,Borno,10,State Actor,,,,,,,
3/13/2021,Borno,44,State Actor,,,,,,,
3/15/2021,Borno,41,State Actor,,,,,,,
3/15/2021,Borno,6,State Actor,,,,,,,
3/18/2021,Borno,5,State Actor,,,,,,,
3/20/2021,Borno,12,State Actor,,,,,,,
3/25/2021,Borno,0,State Actor,,,,,,,
3/26/2021,Borno,48,State Actor,,,,,,,
4/2/2021,Borno,8,State Actor,,,,,,,
4/4/2021,Borno,11,State Actor,,,,,,,
4/10/2021,Borno,19,State Actor,,,,,,,
4/15/2021,Borno,13,State Actor,,,,,,,
4/18/2021,Borno,20,State Actor,,,,,,,
4/25/2021,Borno,33,State Actor,,,,,,,
4/25/2021,Borno,20,State Actor,,,,,,,
4/26/2021,Borno,,State Actor,,,,,,,
5/1/2021,Borno,1,State Actor,,,,,,,
5/2/2021,Borno,8,State Actor,,,,,,,
5/3/2021,Borno,30,State Actor,,,,,,,
5/11/2021,Borno,9,State Actor,,,,,,,
5/16/2021,Borno,40,State Actor,,,,,,,
5/28/2021,Borno,10,State Actor,,,,,,,
6/2/2021,Borno,50,State Actor,,,,,,,
6/8/2021,Borno,6,State Actor,,,,,,,
6/15/2021,Borno,10,State Actor,,,,,,,
6/20/2021,Borno,6,State Actor,,,,,,,
6/20/2021,Borno,20,State Actor,,,,,,,
6/25/2021,Borno,0,State Actor,,,,,,,
6/27/2021,Borno,39,State Actor,,,,,,,
6/30/2021,Borno,7,State Actor,,,,,,,
7/2/2021,Borno,31,State Actor,,,,,,,
7/4/2021,Borno,5,State Actor,,,,,,,
7/2/2021,Borno,6,State Actor,,,,,,,
7/15/2021,Borno,3,State Actor,,,,,,,
7/29/2021,Borno,13,State Actor,,,,,,,
7/31/2021,Borno,0,State Actor,,,,,,,
8/2/2021,Borno,40,State Actor,,,,,,,
8/5/2021,Borno,1,State Actor,,,,,,,
8/8/2021,Borno,0,State Actor,,,,,,,
8/22/2021,Borno,4,State Actor,,,,,,,
9/1/2021,Borno,6,State Actor,,,,,,,
9/15/2021,Borno,0,State Actor,,,,,,,
9/22/2021,Borno,24,State Actor,,,,,,,
9/26/2021,Borno,50,State Actor,,,,,,,
10/2/2021,Borno,0,State Actor,,,,,,,
10/10/2021,Borno,10,State Actor,,,,,,,
10/7/2021,Borno,1,State Actor,,,,,,,
10/16/2021,Borno,23,State Actor,,,,,,,
10/20/2021,Borno,40,State Actor,,,,,,,
10/19/2021,Borno,38,State Actor,,,,,,,
10/30/2021,Borno,37,State Actor,,,,,,,
11/3/2021,Borno,3,State Actor,,,,,,,
11/8/2021,Borno,0,State Actor,,,,,,,
11/9/2021,Borno,4,State Actor,,,,,,,
11/10/2021,Borno,4,State Actor,,,,,,,
11/12/2021,Borno,40,State Actor,,,,,,,
11/13/2021,Borno,62,State Actor,,,,,,,
11/19/2021,Borno,11,State Actor,,,,,,,
11/25/2021,Borno,5,State Actor,,,,,,,
11/28/2021,Borno,12,State Actor,,,,,,,
11/29/2021,Borno,0,State Actor,,,,,,,
12/3/2021,Borno,31,State Actor,,,,,,,
12/3/2021,Borno,0,State Actor,,,,,,,
12/5/2021,Borno,40,State Actor,,,,,,,
12/8/2021,Borno,3,State Actor,,,,,,,
12/19/2021,Borno,100,State Actor,,,,,,,
12/23/2021,Borno,20,State Actor,,,,,,,
12/29/2021,Borno,28,State Actor,,,,,,,
1/7/2022,Borno,3,State Actor,,,,,,,
1/10/2022,Borno,40,State Actor,,,,,,,
1/10/2022,Borno,2,State Actor,,,,,,,
1/15/2022,Borno,5,State Actor,,,,,,,
1/25/2022,Borno,10,State Actor,,,,,,,
1/25/2022,Borno,10,State Actor,,,,,,,
1/29/2022,Borno,0,State Actor,,,,,,,
1/30/2022,Borno,3,State Actor,,,,,,,
2/3/2022,Borno,40,State Actor,,,,,,,
2/10/2022,Borno,55,State Actor,,,,,,,
2/12/2022,Borno,0,State Actor,,,,,,,
2/13/2022,Borno,5,State Actor,,,,,,,
2/20/2022,Borno,26,State Actor,,,,,,,
2/20/2022,Borno,1,State Actor,,,,,,,
2/27/2022,Borno,10,State Actor,,,,,,,
2/28/2022,Borno,1,State Actor,,,,,,,
3/2/2022,Borno,6,State Actor,,,,,,,
3/6/2022,Borno,17,State Actor,,,,,,,
